no,query,category,lifestyle_category,sub_category,phase,intent,type,type_reason,language,is_new,phase_n,cluster
939,日本 登山 eSIM 富士山 入山料 支払い 方法,通信・eSIM,登山,esim_hiking,pre,feature,B,富士山入山料の支払い,ja,Y,pre,C7_シーン別
940,日本 登山 eSIM 富士山 混雑 情報 リアルタイム,通信・eSIM,登山,esim_hiking,during,feature,B,富士山混雑情報のリアルタイム確認,ja,Y,during,C7_シーン別
941,日本 スキー場 eSIM リフト券 オンライン 購入,通信・eSIM,ウィンタースポーツ,esim_winter,pre,feature,B,リフト券のオンライン購入,ja,Y,pre,C7_シーン別
942,日本 スキー場 eSIM 雪質 情報 確認 アプリ,通信・eSIM,ウィンタースポーツ,esim_winter,during,feature,B,雪質情報の確認,ja,Y,during,C7_シーン別
943,日本 スキー場 eSIM 宿 予約 直前 できるか,通信・eSIM,ウィンタースポーツ,esim_winter,during,feature,B,直前の宿予約,ja,Y,during,C7_シーン別
944,日本 スキー場 eSIM レンタル 予約 オンライン,通信・eSIM,ウィンタースポーツ,esim_winter,pre,feature,B,スキーレンタルのオンライン予約,ja,Y,pre,C7_シーン別
945,日本 スキー場 eSIM 友人 はぐれた 位置情報,通信・eSIM,ウィンタースポーツ,esim_winter,during,feature,B,スキー場での友人位置情報共有,ja,Y,during,C7_シーン別
946,日本 スキー場 eSIM 救助 ヘリ 呼ぶ 方法,通信・eSIM,ウィンタースポーツ,esim_winter,during,feature,B,スキー場での救助要請,ja,Y,during,C7_シーン別
947,日本 スキー場 eSIM 雪崩 情報 確認,通信・eSIM,ウィンタースポーツ,esim_winter,during,feature,B,雪崩情報の確認,ja,Y,during,C7_シーン別
948,日本 スキー場 eSIM 混雑 ゲレンデ 情報,通信・eSIM,ウィンタースポーツ,esim_winter,during,feature,A,ゲレンデ混雑情報の確認,ja,Y,during,C7_シーン別
949,日本 スキー場 eSIM 外国人 多い ニセコ 通信,通信・eSIM,ウィンタースポーツ,esim_winter,pre,recommendation,B,外国人が多いニセコの通信事情,ja,Y,pre,C7_シーン別
950,日本 スキー場 eSIM 手袋 したまま スマホ 操作,通信・eSIM,ウィンタースポーツ,esim_winter,during,feature,A,手袋着用時のスマホ操作,ja,Y,during,C7_シーン別
951,日本 新幹線 eSIM 予約 変更 スマホ できるか,通信・eSIM,移動,esim_transport,during,feature,B,新幹線予約変更のスマホ操作,ja,Y,during,C7_シーン別
952,日本 新幹線 eSIM 遅延 情報 リアルタイム 確認,通信・eSIM,移動,esim_transport,during,feature,B,新幹線遅延情報の確認,ja,Y,during,C7_シーン別
953,日本 電車 eSIM 終電 時間 調べる,通信・eSIM,移動,esim_transport,during,feature,B,終電時間の確認,ja,Y,during,C7_シーン別
954,日本 電車 eSIM 運休 情報 確認 方法,通信・eSIM,移動,esim_transport,during,feature,B,運休情報の確認,ja,Y,during,C7_シーン別
955,日本 電車 eSIM Suica チャージ スマホ できるか,通信・eSIM,移動,esim_transport,during,feature,B,Suicaのスマホチャージ,ja,Y,during,C7_シーン別
956,日本 電車 eSIM 優先席 マナー スマホ 使える,通信・eSIM,移動,esim_transport,during,feature,A,電車内マナーとスマホ利用,ja,Y,during,C7_シーン別
957,日本 バス eSIM 停留所 調べる アプリ,通信・eSIM,移動,esim_transport,during,feature,B,バス停留所の検索,ja,Y,during,C7_シーン別
958,日本 タクシー eSIM 英語 通じない 翻訳 アプリ,通信・eSIM,移動,esim_transport,during,feature,B,タクシー内での翻訳アプリ利用,ja,Y,during,C7_シーン別
959,日本 レンタカー eSIM ETC 設定 方法,通信・eSIM,移動,esim_transport,during,how_to,A,レンタカーのETC設定,ja,Y,during,C7_シーン別
960,日本 レンタカー eSIM 駐車場 近く 探す,通信・eSIM,移動,esim_transport,during,feature,B,近くの駐車場検索,ja,Y,during,C7_シーン別
961,日本 レンタカー eSIM ガソリンスタンド 近く 探す,通信・eSIM,移動,esim_transport,during,feature,B,近くのガソリンスタンド検索,ja,Y,during,C7_シーン別
962,日本 レンタカー eSIM 事故 緊急 連絡 方法,通信・eSIM,移動,esim_transport,during,feature,B,レンタカー事故時の緊急連絡,ja,Y,during,C7_シーン別
963,日本 移動 eSIM 渋滞 情報 リアルタイム 確認,通信・eSIM,移動,esim_transport,during,feature,B,渋滞情報のリアルタイム確認,ja,Y,during,C7_シーン別
964,日本 移動 eSIM 道路 通行止め 情報 確認,通信・eSIM,移動,esim_transport,during,feature,B,道路通行止め情報の確認,ja,Y,during,C7_シーン別
965,日本 移動 eSIM 高速道路 料金 調べる,通信・eSIM,移動,esim_transport,during,feature,A,高速道路料金の確認,ja,Y,during,C7_シーン別
966,日本 空港 eSIM 購入 どこで 自動販売機,通信・eSIM,飛行機,esim_flight,pre,purchase,B,空港でのeSIM購入場所,ja,Y,pre,C7_シーン別
967,日本 空港 eSIM 購入 到着後 すぐ 使える,通信・eSIM,飛行機,esim_flight,pre,timing,B,到着後すぐ使えるeSIM,ja,Y,pre,C7_シーン別
968,日本 空港 eSIM 購入 事前 当日 どっちがいい,通信・eSIM,飛行機,esim_flight,pre,timing,B,事前購入 vs 当日購入の比較,ja,Y,pre,C7_シーン別
969,日本 空港 eSIM 設定 入国審査 前 後 どっち,通信・eSIM,飛行機,esim_flight,pre,timing,B,eSIM設定のタイミング,ja,Y,pre,C7_シーン別
970,日本 空港 eSIM フリーWi-Fi 速度 比較,通信・eSIM,飛行機,esim_flight,pre,comparison,B,空港フリーWi-Fi vs eSIM速度比較,ja,Y,pre,C7_シーン別
971,日本 空港 eSIM 両替 レート 調べる,通信・eSIM,飛行機,esim_flight,during,feature,B,空港両替レートの確認,ja,Y,during,C7_シーン別
972,日本 空港 eSIM 荷物 追跡 アプリ 使える,通信・eSIM,飛行機,esim_flight,during,feature,A,荷物追跡アプリの利用,ja,Y,during,C7_シーン別
973,日本 空港 eSIM 搭乗 遅延 情報 確認,通信・eSIM,飛行機,esim_flight,during,feature,B,搭乗遅延情報の確認,ja,Y,during,C7_シーン別
974,日本 空港 eSIM 免税品 受け取り 場所 確認,通信・eSIM,飛行機,esim_flight,during,feature,A,免税品受け取り場所の確認,ja,Y,during,C7_シーン別
975,日本 空港 eSIM 乗り継ぎ 時間 暇つぶし,通信・eSIM,飛行機,esim_flight,during,feature,A,乗り継ぎ時間のネット利用,ja,Y,during,C7_シーン別
976,日本 飛行機 eSIM 機内食 メニュー 調べる,通信・eSIM,飛行機,esim_flight,during,feature,A,機内食メニューの事前確認,ja,Y,during,C7_シーン別
977,日本 飛行機 eSIM 座席 変更 スマホ できるか,通信・eSIM,飛行機,esim_flight,during,feature,B,座席変更のスマホ操作,ja,Y,during,C7_シーン別
978,日本 飛行機 eSIM 手荷物 超過 料金 調べる,通信・eSIM,飛行機,esim_flight,during,feature,B,手荷物超過料金の確認,ja,Y,during,C7_シーン別
979,日本 飛行機 eSIM 乗り遅れ 次の便 調べる,通信・eSIM,飛行機,esim_flight,during,problem,B,乗り遅れ時の次便確認,ja,Y,during,C7_シーン別
980,日本 飛行機 eSIM パスポート 期限 確認 方法,通信・eSIM,飛行機,esim_flight,pre,feature,A,パスポート期限の確認,ja,Y,pre,C7_シーン別
981,日本 グルメ eSIM 食物アレルギー 確認 翻訳,通信・eSIM,グルメ,esim_food,during,feature,B,アレルギー情報の翻訳確認,ja,Y,during,C7_シーン別
982,日本 グルメ eSIM ハラール 食事 近く 探す,通信・eSIM,グルメ,esim_food,during,feature,B,ハラール対応店の検索,ja,Y,during,C7_シーン別
983,日本 グルメ eSIM ベジタリアン ヴィーガン 店 探す,通信・eSIM,グルメ,esim_food,during,feature,B,ベジタリアン・ヴィーガン店の検索,ja,Y,during,C7_シーン別
984,日本 グルメ eSIM 行列 待ち時間 確認 アプリ,通信・eSIM,グルメ,esim_food,during,feature,B,行列待ち時間の確認,ja,Y,during,C7_シーン別
985,日本 グルメ eSIM 予約 当日 できるか ホットペッパー,通信・eSIM,グルメ,esim_food,during,feature,B,当日予約のためのeSIM,ja,Y,during,C7_シーン別
986,日本 グルメ eSIM 食後 レビュー 投稿 食べログ,通信・eSIM,グルメ,esim_food,during,feature,A,食後レビュー投稿のためのeSIM,ja,Y,during,C7_シーン別
987,日本 グルメ eSIM 割り勘 計算 アプリ 使える,通信・eSIM,グルメ,esim_food,during,feature,A,割り勘計算アプリの利用,ja,Y,during,C7_シーン別
988,日本 グルメ eSIM 深夜 営業 店 探す,通信・eSIM,グルメ,esim_food,during,feature,B,深夜営業店の検索,ja,Y,during,C7_シーン別
989,日本 グルメ eSIM 朝食 モーニング 近く 探す,通信・eSIM,グルメ,esim_food,during,feature,B,モーニング提供店の検索,ja,Y,during,C7_シーン別
990,日本 グルメ eSIM 食べ放題 近く 安い 探す,通信・eSIM,グルメ,esim_food,during,feature,B,食べ放題店の検索,ja,Y,during,C7_シーン別
991,日本 温泉 eSIM 入浴 マナー 調べる 外国人,通信・eSIM,温泉・リゾート,esim_onsen,pre,feature,B,温泉マナーの事前確認,ja,Y,pre,C7_シーン別
992,日本 温泉 eSIM タトゥー 入れる か 確認,通信・eSIM,温泉・リゾート,esim_onsen,pre,feature,B,タトゥー可否の事前確認,ja,Y,pre,C7_シーン別
993,日本 温泉 eSIM 日帰り 近く 探す,通信・eSIM,温泉・リゾート,esim_onsen,during,feature,B,日帰り温泉の検索,ja,Y,during,C7_シーン別
994,日本 温泉 eSIM 混浴 場所 調べる,通信・eSIM,温泉・リゾート,esim_onsen,during,feature,A,混浴温泉の検索,ja,Y,during,C7_シーン別
995,日本 温泉 eSIM 貸切 予約 スマホ できるか,通信・eSIM,温泉・リゾート,esim_onsen,during,feature,B,貸切温泉のスマホ予約,ja,Y,during,C7_シーン別
996,日本 リゾート eSIM ダイビング 水中 使えるか,通信・eSIM,温泉・リゾート,esim_onsen,during,feature,A,水中でのeSIM利用可否,ja,Y,during,C7_シーン別
997,日本 沖縄 eSIM シュノーケリング スポット 調べる,通信・eSIM,温泉・リゾート,esim_onsen,during,feature,B,シュノーケリングスポットの検索,ja,Y,during,C7_シーン別
998,日本 沖縄 eSIM 台風 情報 リアルタイム 確認,通信・eSIM,温泉・リゾート,esim_onsen,during,feature,B,沖縄台風情報の確認,ja,Y,during,C7_シーン別
999,日本 野球 eSIM チケット 購入 スマホ できるか,通信・eSIM,スポーツ観戦,esim_sports,pre,feature,B,野球チケットのスマホ購入,ja,Y,pre,C7_シーン別
1000,日本 コンサート eSIM チケット 電子 表示 できるか,通信・eSIM,スポーツ観戦,esim_sports,during,feature,B,電子チケットの表示,ja,Y,during,C7_シーン別
1001,日本 スタジアム eSIM 座席 案内 アプリ 使える,通信・eSIM,スポーツ観戦,esim_sports,during,feature,A,座席案内アプリの利用,ja,Y,during,C7_シーン別
1002,日本 コンサート eSIM 撮影 禁止 確認 方法,通信・eSIM,スポーツ観戦,esim_sports,pre,feature,A,撮影禁止ルールの確認,ja,Y,pre,C7_シーン別
1003,日本 テーマパーク eSIM 待ち時間 確認 アプリ,通信・eSIM,スポーツ観戦,esim_sports,during,feature,B,テーマパーク待ち時間確認,ja,Y,during,C7_シーン別
1004,日本 テーマパーク eSIM ファストパス 予約 スマホ,通信・eSIM,スポーツ観戦,esim_sports,during,feature,B,ファストパスのスマホ予約,ja,Y,during,C7_シーン別
1005,日本 ビジネス eSIM 名刺 交換 アプリ 使える,通信・eSIM,ビジネス,esim_business,during,feature,A,デジタル名刺交換のためのeSIM,ja,Y,during,C7_シーン別
1006,日本 ビジネス eSIM 会議室 予約 スマホ できるか,通信・eSIM,ビジネス,esim_business,during,feature,A,会議室予約のスマホ操作,ja,Y,during,C7_シーン別
1007,日本 ビジネス eSIM 翻訳 同時通訳 アプリ 使える,通信・eSIM,ビジネス,esim_business,during,feature,B,同時通訳アプリのeSIM利用,ja,Y,during,C7_シーン別
1008,日本 ビジネス eSIM 契約書 電子署名 スマホ できるか,通信・eSIM,ビジネス,esim_business,during,feature,A,電子署名のスマホ操作,ja,Y,during,C7_シーン別
1009,日本 ビジネス eSIM 領収書 電子 保存 方法,通信・eSIM,ビジネス,esim_business,during,feature,A,電子領収書の保存方法,ja,Y,during,C7_シーン別
1010,日本 ビジネス eSIM 出張 報告書 スマホ 作成,通信・eSIM,ビジネス,esim_business,during,feature,A,出張報告書のスマホ作成,ja,Y,during,C7_シーン別
1011,日本 留学 eSIM 奨学金 申請 オンライン 使える,通信・eSIM,留学,esim_study,during,feature,A,奨学金申請のオンライン操作,ja,Y,during,C7_シーン別
1012,日本 留学 eSIM 授業 オンライン Zoom 使える,通信・eSIM,留学,esim_study,during,feature,B,オンライン授業のためのeSIM,ja,Y,during,C7_シーン別
1013,日本 留学 eSIM 図書館 館内 電波 入るか,通信・eSIM,留学,esim_study,during,coverage,A,図書館内の電波状況,ja,Y,during,C7_シーン別
1014,日本 留学 eSIM 友達 作り SNS 使える,通信・eSIM,留学,esim_study,during,feature,A,SNSでの友達作りのためのeSIM,ja,Y,during,C7_シーン別
1015,日本 留学 eSIM 仕送り 海外送金 受け取り 方法,通信・eSIM,留学,esim_study,during,feature,A,海外送金受け取りのためのeSIM,ja,Y,during,C7_シーン別
1016,日本 旅行中 eSIM 体調不良 病院 探す 方法,通信・eSIM,医療・緊急,esim_emergency,during,feature,B,体調不良時の病院検索,ja,Y,during,C7_シーン別
1017,日本 旅行中 eSIM 救急車 呼ぶ 方法 外国人,通信・eSIM,医療・緊急,esim_emergency,during,feature,B,救急車の呼び方,ja,Y,during,C7_シーン別
1018,日本 旅行中 eSIM 薬 処方箋 翻訳 方法,通信・eSIM,医療・緊急,esim_emergency,during,feature,B,処方箋翻訳のためのeSIM,ja,Y,during,C7_シーン別
1019,日本 旅行中 eSIM 旅行保険 申請 スマホ できるか,通信・eSIM,医療・緊急,esim_emergency,during,feature,B,旅行保険申請のスマホ操作,ja,Y,during,C7_シーン別
1020,日本 旅行中 eSIM パスポート 紛失 大使館 連絡,通信・eSIM,医療・緊急,esim_emergency,during,problem,B,パスポート紛失時の大使館連絡,ja,Y,during,C7_シーン別
1021,日本 旅行中 eSIM 盗難 警察 届け出 方法,通信・eSIM,医療・緊急,esim_emergency,during,problem,B,盗難届け出のためのeSIM,ja,Y,during,C7_シーン別
1022,日本 旅行中 eSIM 地震 避難場所 調べる 方法,通信・eSIM,医療・緊急,esim_emergency,during,feature,B,地震時の避難場所検索,ja,Y,during,C7_シーン別
1023,日本 旅行中 eSIM 大使館 電話番号 調べる,通信・eSIM,医療・緊急,esim_emergency,during,feature,B,大使館電話番号の確認,ja,Y,during,C7_シーン別
1024,日本 ホテル eSIM チェックイン オンライン 使える,通信・eSIM,宿泊,esim_hotel,during,feature,B,オンラインチェックインのためのeSIM,ja,Y,during,C7_シーン別
1025,日本 ホテル eSIM 部屋 Wi-Fi eSIM どっちが速い,通信・eSIM,宿泊,esim_hotel,during,comparison,B,ホテル部屋Wi-Fi vs eSIM速度比較,ja,Y,during,C7_シーン別
1026,日本 ホテル eSIM 予約 直前 スマホ できるか,通信・eSIM,宿泊,esim_hotel,during,feature,B,直前ホテル予約のためのeSIM,ja,Y,during,C7_シーン別
1027,日本 ホテル eSIM 部屋 番号 変更 スマホ できるか,通信・eSIM,宿泊,esim_hotel,during,feature,A,部屋番号変更のスマホ操作,ja,Y,during,C7_シーン別
1028,日本 民泊 Airbnb eSIM 鍵 スマートロック 使える,通信・eSIM,宿泊,esim_hotel,during,feature,B,Airbnbスマートロックのためのネット,ja,Y,during,C7_シーン別
